s11-d01-cam-002_00532_00687 156 33
s18-d11-cam-002_04871_05031 161 58
s08-d04-cam-002_11025_11197 173 9
s12-d05-cam-002_11130_11255 126 40
s12-d10-cam-002_15119_15284 166 0
s17-d02-cam-002_14542_14603 62 5
s14-d09-cam-002_10327_10372 46 26
s10-d02-cam-002_06513_06850 338 40
s08-d04-cam-002_14064_14191 128 38
s12-d05-cam-002_14095_14195 101 48
s14-d09-cam-002_02875_04647 1773 32
s15-d03-cam-002_22053_22186 134 23
s18-d11-cam-002_18256_18373 118 23
s15-d03-cam-002_20960_21060 101 41
s13-d12-cam-002_04374_04418 45 5
s18-d11-cam-002_10085_10152 68 57
s13-d12-cam-002_01625_01723 99 57
s13-d08-cam-002_15737_15788 52 61
s17-d05-cam-002_11954_12108 155 38
s10-d10-cam-002_13919_13988 70 0
s15-d14-cam-002_09295_09413 119 42
s11-d01-cam-002_09569_09641 73 28
s18-d11-cam-002_06926_07250 325 2
s11-d06-cam-002_00709_00779 71 6
s17-d13-cam-002_41285_41375 91 51
s11-d06-cam-002_01842_01888 47 22
s14-d09-cam-002_17289_17493 205 17
s10-d10-cam-002_05772_05857 86 1
s11-d06-cam-002_00556_00606 51 6
s17-d13-cam-002_29095_29168 74 28
s18-d11-cam-002_08403_08753 351 11
s18-d11-cam-002_06789_06824 36 43
s18-d11-cam-002_20183_20335 153 58
s15-d07-cam-002_32490_32534 45 22
s12-d10-cam-002_04557_04599 43 41
s15-d07-cam-002_09769_10401 633 44
s11-d13-cam-002_13678_13784 107 2
s13-d12-cam-002_03081_03635 555 32
s17-d13-cam-002_07761_07937 177 33
s13-d09-cam-002_12950_13074 125 24
s15-d14-cam-002_03635_03746 112 59
s11-d06-cam-002_20246_20406 161 34
s12-d09-cam-002_08326_08514 189 42
s11-d01-cam-002_07659_07745 87 18
s08-d04-cam-002_24790_24944 155 30
s13-d09-cam-002_13825_14088 264 8
s14-d08-cam-002_04332_04477 146 25
s16-d09-cam-002_05861_06201 341 17
s12-d10-cam-002_15749_15927 179 25
s13-d13-cam-002_01297_01517 221 34
s14-d08-cam-002_22834_22908 75 51
s13-d11-cam-002_09241_09321 81 19
s11-d06-cam-002_14354_14390 37 48
s08-d04-cam-002_30481_30511 31 1
s11-d13-cam-002_19965_20099 135 30
s12-d05-cam-002_19825_19957 133 54
s13-d13-cam-002_00921_01008 88 35
s08-d04-cam-002_31894_31928 35 61
s13-d09-cam-002_07281_07334 54 4
s10-d02-cam-002_04831_04890 60 56
s10-d02-cam-002_27353_27481 129 7
s12-d05-cam-002_15666_15729 64 3
s17-d13-cam-002_01285_01533 249 53
s13-d09-cam-002_11279_11616 338 54
s13-d11-cam-002_05270_05359 90 26
s10-d10-cam-002_10148_10344 197 11
s18-d11-cam-002_05177_05345 169 19
s10-d11-cam-002_08410_09311 902 21
s11-d06-cam-002_05524_05567 44 18
s15-d07-cam-002_33667_33929 263 37
s14-d09-cam-002_16822_16835 14 49
s10-d02-cam-002_21716_21822 107 9
s16-d11-cam-002_18178_18271 94 49
s17-d13-cam-002_02003_02816 814 12
s17-d05-cam-002_30809_30858 50 52
s12-d09-cam-002_02626_02688 63 35
s08-d04-cam-002_26404_26423 20 39
s11-d06-cam-002_23191_23538 348 43
s18-d11-cam-002_19207_19254 48 10
s13-d08-cam-002_15875_15922 48 44
s13-d08-cam-002_00988_01090 103 56
s13-d09-cam-002_06300_06355 56 3
s11-d14-cam-002_00606_00768 163 24
s08-d04-cam-002_10642_10751 110 59
s18-d11-cam-002_34352_34925 574 27
s12-d07-cam-002_17942_18031 90 16
s13-d13-cam-002_00726_00789 64 53
s17-d13-cam-002_23528_23557 30 39
s12-d05-cam-002_31365_31442 78 4
s15-d03-cam-002_00775_00964 190 36
s17-d05-cam-002_11318_11547 230 37
s17-d05-cam-002_28382_28417 36 52
s12-d09-cam-002_06517_06703 187 15
s12-d14-cam-002_00720_00859 140 62
s17-d02-cam-002_13482_13889 408 14
s14-d11-cam-002_02310_03258 949 21
s13-d13-cam-002_01037_01121 85 7
s13-d09-cam-002_04864_04950 87 31
s13-d12-cam-002_08031_08078 48 29
s10-d11-cam-002_13113_13183 71 10
s17-d13-cam-002_17806_17879 74 50
s12-d09-cam-002_01274_01458 185 62
s11-d13-cam-002_04658_04806 149 16
s16-d11-cam-002_13635_15016 1382 27
s08-d11-cam-002_06517_06702 186 60
s10-d02-cam-002_20433_20445 13 45
s11-d01-cam-002_09517_09569 53 8
s17-d13-cam-002_42910_43220 311 13
s08-d11-cam-002_14136_14199 64 45
s08-d02-cam-002_08805_09358 554 14
s15-d07-cam-002_01430_01586 157 46
s18-d11-cam-002_06582_06718 137 47
s13-d08-cam-002_17765_17851 87 29
s13-d13-cam-002_10260_11116 857 63
s15-d03-cam-002_41360_41548 189 36
s14-d08-cam-002_18578_19044 467 15
s10-d02-cam-002_10090_10207 118 47
s11-d14-cam-002_03495_03638 144 31
s08-d11-cam-002_09957_10330 374 63
s12-d07-cam-002_10608_10760 153 50
s12-d07-cam-002_03528_03999 472 12
s08-d02-cam-002_04065_04126 62 20
s18-d11-cam-002_27535_27622 88 55
s13-d11-cam-002_09429_09480 52 55
s12-d07-cam-002_08822_09005 184 60
s15-d07-cam-002_37106_37298 193 13
s18-d11-cam-002_24674_24717 44 20
s17-d13-cam-002_01640_01916 277 46
