38538 75 13
70335 121 97
07396 49 34
21875 64 11
13640 59 9
08427 56 80
65328 59 4
07966 32 79
05742 28 3
24943 61 5
62245 72 74
07392 30 34
65145 47 77
25324 32 39
17093 80 36
25339 87 39
07391 26 34
17087 96 36
08948 73 35
13648 70 9
17017 85 60
63676 56 31
31752 26 42
41035 86 92
01393 71 76
08939 64 35
68178 73 74
57936 29 14
63236 45 7
22961 52 63
49185 81 96
09856 71 4
31767 109 42
17728 67 1
05747 76 3
64283 22 17
69298 81 36
42827 70 67
48114 49 95
12314 43 2
07962 50 79
32953 33 88
40123 104 27
27206 71 12
27215 30 12
24638 30 64
64294 60 17
24652 75 64
58498 75 73
13337 80 56
39004 81 26
22119 59 38
11768 67 55
05749 90 3
24951 64 5
01989 75 18
35455 121 89
12323 64 2
57935 90 14
13636 131 9
64296 120 17
45271 61 93
24657 62 64
65408 63 56
07069 30 0
69283 80 57
35519 134 66
34837 105 24
58499 77 73
55362 109 47
41032 43 92
06484 93 19
63679 69 31
34746 81 45
43173 44 69
13208 57 20
43172 64 69
08921 58 8
14671 90 59
68084 60 43
51225 95 72
06477 23 19
65731 43 38
07393 61 34
27208 68 12
19260 43 62
13165 81 83
24947 63 5
58500 64 73
63673 42 31
12329 120 2
17714 64 1
25328 34 39
26978 69 41
30840 44 87
06473 56 19
63207 23 49
70309 109 52
28208 64 86
62964 91 30
70132 132 50
13333 32 56
64218 58 16
05238 41 77
70207 112 70
24962 42 5
13327 86 56
33266 64 23
05229 72 77
56848 35 48
32324 39 44
57934 90 14
57643 67 29
64291 55 17
40839 64 91
14677 54 59
02000 68 18
01388 123 76
34733 87 45
63203 35 49
53270 46 97
63232 155 7
63202 72 49
05636 66 32
56842 43 48
42966 75 68
64084 90 50
32155 41 43
11313 35 6
08435 67 80
07401 74 34
66531 65 97
13158 85 83
17086 68 36
42832 40 67
41030 63 92
08920 75 8
11773 55 55
18332 70 61
05731 45 3
51069 64 46
23772 64 85
36929 61 25
70299 122 23
68125 125 91
06482 58 19
57634 58 29
63672 29 31
18324 67 61
39006 81 26
57281 64 98
28207 62 86
55370 69 47
10158 41 81
28108 69 22
42972 90 68
05243 80 77
05231 33 77
63801 75 75
11310 89 6
28120 112 22
35521 60 66
32161 64 43
41033 113 92
32248 28 65
49600 56 70
06363 65 78
56837 108 48
57288 76 98
45261 131 93
33269 72 23
68027 57 55
32321 29 44
65241 61 34
11316 101 6
45269 65 93
21941 56 21
70296 112 50
12311 72 2
49178 87 96
63803 83 75
34827 81 24
33267 75 23
09960 98 54
42967 43 68
66640 56 99
17095 104 36
09850 31 4
32254 33 65
07071 20 0
36942 80 25
22965 86 63
66355 63 94
01998 86 18
51232 33 72
58504 97 73
17715 64 1
68003 84 52
43169 53 69
17727 96 1
63793 77 75
06486 111 19
64295 60 17
03005 44 52
34741 64 45
06334 19 53
45263 33 93
68162 119 47
07402 75 34
30842 92 87
65363 80 82
64288 54 17
11777 105 55
07073 32 0
27218 111 12
63214 72 49
21953 50 21
56841 46 48
26719 32 40
03001 91 52
35454 104 89
24643 36 64
70348 96 3
66469 38 72
14900 100 10
09954 31 54
26975 77 41
63239 100 7
65242 90 34
21943 28 21
35452 106 89
34739 64 45
08942 40 35
35511 51 66
66147 66 25
65009 56 51
51059 115 46
09956 29 54
28109 59 22
57940 30 14
14628 86 58
10895 127 82
65216 59 33
03008 88 52
06835 79 33
14623 103 58
31755 33 42
20982 36 37
08434 68 80
64289 64 17
14889 64 10
15041 95 84
26976 77 41
64217 80 16
57633 87 29
62173 79 15
68086 42 65
35458 49 89
05634 103 32
65677 68 37
17712 43 1
34824 67 24
63792 51 75
06841 119 33
00631 75 51
62246 75 74
25327 35 39
66532 59 97
57953 87 14
08944 39 35
53272 36 97
13695 71 57
28210 27 86
13156 100 83
17722 48 1
51061 77 46
62971 64 30
05740 48 3
57942 73 14
38544 83 13
26713 68 40
17088 64 36
57939 37 14
28202 79 86
24645 35 64
51064 97 46
07068 68 0
63231 93 7
37883 56 90
06471 77 19
01992 59 18
66637 69 99
32945 67 88
18335 84 61
53279 80 97
45433 92 94
13326 90 56
32250 57 65
62170 41 15
06838 52 33
70345 108 26
42956 64 68
06331 63 53
32951 64 88
45266 64 93
17085 77 36
69534 63 7
38995 83 26
15035 76 84
13331 22 56
36930 68 25
14631 65 58
17733 93 1
41026 78 92
70356 96 73
23773 64 85
58508 76 73
18329 50 61
63665 72 31
32955 31 88
33281 103 23
45434 77 94
08923 45 8
21885 142 11
13643 75 9
05630 87 32
01991 49 18
19266 77 62
51229 23 72
05638 36 32
62250 25 74
05733 108 3
32328 64 44
14633 108 58
13323 57 56
05637 50 32
57647 83 29
34831 46 24
14894 39 10
15034 29 84
40122 105 27
07070 86 0
32337 102 44
35516 48 66
63238 65 7
51056 99 46
17720 40 1
34742 25 45
32333 37 44
56564 95 28
38996 64 26
57919 50 14
68046 103 62
42831 41 67
70376 97 63
05629 69 32
08955 77 35
32163 37 43
70247 101 94
20988 71 37
26717 36 40
01395 83 76
15032 67 84
40841 53 91
50047 69 71
32261 91 65
13157 46 83
24656 80 64
49595 95 70
28111 35 22
64090 25 50
57630 67 29
23771 92 85
08919 86 8
35520 66 66
50037 119 71
45268 82 93
28212 77 86
21891 77 11
27216 53 12
49597 34 70
08937 89 35
39002 78 26
68114 84 26
63804 80 75
05632 33 32
22121 50 38
14884 38 10
26971 101 41
66010 52 65
65298 59 8
13161 55 83
65162 53 32
25333 79 39
50045 74 71
53276 98 97
32164 103 43
35512 54 66
24940 88 5
14622 92 58
49598 55 70
24648 39 64
49186 60 96
09970 84 54
13707 147 57
40124 115 27
14629 76 58
40836 31 91
56838 96 48
43180 79 69
09963 51 54
49188 80 96
40845 71 91
65440 62 59
20986 60 37
03006 68 52
05234 94 77
32959 82 88
20983 88 37
64093 57 50
31762 188 42
32162 14 43
43179 78 69
49181 36 96
42963 60 68
42974 67 68
13217 74 20
14678 66 59
56839 39 48
62253 76 74
07969 134 79
66007 53 43
45439 104 94
10892 195 82
66818 53 16
22124 98 38
15038 52 84
24961 45 5
13167 86 83
63791 42 75
51231 44 72
17026 103 60
66798 49 31
31753 58 42
13642 39 9
57289 70 98
14679 33 59
10893 58 82
35514 25 66
38536 76 13
64221 87 16
00630 63 51
21884 66 11
68122 60 27
62970 88 30
66804 54 75
64215 62 16
06371 77 78
06478 44 19
65403 74 20
40121 41 27
55366 73 47
57291 82 98
20978 101 37
49175 37 96
