69241 75 0
68011 55 0
68012 113 0
70266 121 0
68041 89 1
17725 69 1
17727 96 1
17728 67 1
68028 89 2
12328 88 2
12329 120 2
12330 103 2
05724 47 3
70348 96 3
68007 102 3
05744 68 3
70230 131 4
70263 118 4
68019 55 4
09848 96 4
24955 60 5
24956 45 5
24941 66 5
24961 45 5
68024 72 6
11310 89 6
11330 83 6
11312 64 6
69534 63 7
68183 51 7
63239 100 7
63240 72 7
08909 53 8
68018 87 8
70326 126 8
08916 88 8
70332 102 9
13647 79 9
13648 70 9
13631 71 9
70015 92 10
68033 108 10
14899 74 10
14900 100 10
68048 92 11
21885 142 11
21870 65 11
21891 77 11
27221 77 12
27206 71 12
27207 58 12
27208 68 12
38539 105 13
38540 94 13
38541 86 13
38544 83 13
57919 50 14
57949 53 14
57950 66 14
57934 90 14
62173 79 15
62175 96 15
62159 87 15
62163 34 15
70306 130 16
64224 94 16
64212 52 16
66818 53 16
64290 64 17
64284 56 17
64291 55 17
64292 47 17
69206 89 18
02003 76 18
01987 75 18
01988 144 18
70244 96 19
06472 91 19
06473 56 19
06474 80 19
69281 77 20
65403 74 20
13213 55 20
13214 89 20
21943 28 21
21945 69 21
21950 29 21
65721 43 21
28125 71 22
28108 69 22
28109 59 22
28110 35 22
33266 64 23
70299 122 23
33285 102 23
33267 75 23
34823 71 24
34824 67 24
34825 42 24
34826 35 24
36946 94 25
36930 68 25
36931 82 25
36932 75 25
70345 108 26
68114 84 26
38999 30 26
39001 78 26
70249 114 27
68122 60 27
40115 84 27
40116 79 27
56557 39 28
56579 71 28
56558 102 28
56556 72 28
57645 85 29
57647 83 29
57630 67 29
57631 68 29
62968 43 30
62982 94 30
62970 88 30
62984 61 30
63679 69 31
63665 72 31
63666 70 31
63667 26 31
05644 84 32
05629 69 32
05630 87 32
05631 24 32
68010 51 33
06835 79 33
06838 52 33
06839 35 33
07389 82 34
07390 28 34
07391 26 34
07392 30 34
08950 77 35
08951 80 35
08952 84 35
08955 77 35
17076 63 36
69298 81 36
17084 58 36
17085 77 36
20980 83 37
20981 78 37
20982 36 37
20983 88 37
69325 94 38
22130 85 38
22115 61 38
22116 30 38
25339 87 39
25322 57 39
25323 31 39
25324 32 39
68068 69 40
26713 68 40
26712 91 40
26739 98 40
68070 129 41
26972 61 41
26973 32 41
26974 45 41
31765 55 42
31767 109 42
31752 26 42
31753 58 42
32146 27 43
68084 60 43
68085 126 43
32158 45 43
32319 33 44
32335 72 44
32337 102 44
32338 102 44
34746 81 45
34733 87 45
34734 97 45
34736 31 45
51054 57 46
51057 100 46
51056 99 46
51058 95 46
68162 119 47
55364 35 47
55365 102 47
55366 73 47
56852 84 48
56838 96 48
56839 39 48
56841 46 48
68182 40 49
70245 100 49
63204 37 49
63205 79 49
70296 112 50
70132 132 50
64087 78 50
64088 65 50
00618 27 51
00639 105 51
00624 109 51
00628 35 51
68003 84 52
70309 109 52
03005 44 52
03006 68 52
70107 104 53
06333 36 53
06334 19 53
06337 64 53
09966 72 54
09967 45 54
09968 79 54
09970 84 54
68027 57 55
11771 64 55
11773 55 55
11774 67 55
69282 86 56
13337 80 56
13326 90 56
13327 86 56
69283 80 57
13697 37 57
13699 77 57
13700 64 57
70152 112 58
14627 47 58
14628 86 58
14629 76 58
69290 69 59
14674 36 59
14675 78 59
14676 83 59
17007 50 60
70049 86 60
17015 109 60
17017 85 60
68044 78 61
18329 50 61
18331 53 61
18332 70 61
68046 103 62
70051 117 62
19261 88 62
19263 64 62
68054 51 63
70376 97 63
22955 66 63
22959 22 63
69343 92 64
24655 63 64
24656 80 64
24657 62 64
66010 52 65
68086 42 65
32248 28 65
32249 90 65
35511 51 66
35512 54 66
35514 25 66
35515 27 66
42827 70 67
69430 68 67
70246 109 67
42831 41 67
42974 67 68
42958 73 68
42959 103 68
42961 40 68
68133 90 69
43170 88 69
43172 64 69
43173 44 69
70207 112 70
49602 32 70
49595 95 70
49596 67 70
50037 119 71
50038 95 71
50039 36 71
50040 36 71
51206 43 72
70355 107 72
51221 100 72
51223 33 72
70356 96 73
68171 82 73
58503 28 73
58504 97 73
68178 73 74
62246 75 74
62248 51 74
62249 24 74
63804 80 75
63806 72 75
63790 80 75
63791 42 75
01383 146 76
01384 65 76
01385 48 76
01387 40 76
05230 97 77
05231 33 77
05233 119 77
05234 94 77
70357 136 78
70359 100 78
06365 75 78
06367 97 78
70242 96 79
07963 87 79
07966 32 79
07967 105 79
68016 48 80
08427 56 80
08428 64 80
08431 29 80
10146 53 81
10161 81 81
10147 72 81
10166 94 81
10895 127 82
10896 53 82
10899 57 82
10900 45 82
68029 87 83
13158 85 83
13160 49 83
13161 55 83
15034 29 84
15035 76 84
15036 64 84
15038 52 84
23782 73 85
23771 92 85
23772 64 85
23773 64 85
70295 94 86
28205 66 86
28207 62 86
28208 64 86
68079 52 87
30831 67 87
30832 89 87
30834 46 87
32949 97 88
32951 64 88
32953 33 88
32954 34 88
35454 104 89
35455 121 89
35456 118 89
35458 49 89
37885 64 90
37886 45 90
37888 81 90
37889 63 90
68125 125 91
40838 62 91
40839 64 91
40841 53 91
70211 101 92
68127 66 92
41030 63 92
41032 43 92
70378 112 93
45265 85 93
45266 64 93
45268 82 93
68137 57 94
70247 101 94
45439 104 94
45440 71 94
48105 83 95
48106 30 95
48107 34 95
48109 77 95
49175 37 96
49178 87 96
49181 36 96
49183 51 96
70335 121 97
53272 36 97
53273 33 97
53275 41 97
57279 64 98
57280 64 98
57281 64 98
57283 56 98
58362 58 99
58363 68 99
58364 44 99
58366 37 99
