IL4VAEGO_c0301.70_29.60 672 30
WS6AVEGO_c0239.00_14.70 125 23
MRF7UEGO_c11820.10_21.58 30 118
25XQJEGO_c09027.50_33.29 167 90
TZSJGEGO_c1065.70_13.00 192 106
BBWIYEGO_c1183.70_8.80 150 118
EEWXUEGO_c0530.00_30.75 900 53
S2EXCEGO_c10612.00_31.80 570 106
5O962EGO_c03022.10_31.29 225 30
UVYKREGO_c0590.00_32.21 960 59
13N62EGO_c1534.00_12.90 240 153
XS23YEGO_c0610.00_30.04 900 61
2BVPZEGO_c00912.40_16.70 119 9
IS02GEGO_c1514.60_13.50 270 151
6GY03EGO_c1400.00_28.50 400 140
Y1V1VEGO_c04822.00_29.80 210 48
3JB9TEGO_c0308.60_15.10 210 30
RSP72EGO_c0079.90_23.50 420 7
G5LSWEGO_c08122.70_32.40 253 81
LSEDAEGO_c0330.00_9.80 270 33
53QOFEGO_c0200.00_10.30 240 20
1PX6KEGO_c1560.00_23.20 690 156
CKLVHEGO_c0618.60_19.80 330 61
SU6IVEGO_c0260.00_30.92 750 26
XV6DGEGO_c15119.30_27.70 192 151
YTWFXEGO_c0097.60_25.25 540 9
2T99NEGO_c00813.80_21.00 203 8
V6HY6EGO_c0764.90_10.30 175 76
OS2HFEGO_c1320.00_31.71 744 132
0BIAJEGO_c1340.00_7.60 88 134
H9L29EGO_c1218.10_20.10 360 121
TTVAWEGO_c0070.00_16.40 384 7
BZRVQEGO_c12012.00_16.70 101 120
NCC2TEGO_c1500.00_3.80 72 150
F4NWREGO_c14114.30_19.40 76 141
JI7R6EGO_c0563.10_14.00 330 56
C99MIEGO_c03430.00_31.54 30 34
N87MOEGO_c1168.50_26.30 540 116
VZCD2EGO_c0713.10_16.90 390 71
S9M5TEGO_c11912.40_26.12 420 119
E5W44EGO_c15218.00_27.70 270 152
1CDM0EGO_c00916.30_24.70 192 9
IYXUNEGO_c0711.70_7.10 149 71
2DSTLEGO_c0230.80_8.30 240 23
IEDU6EGO_c1000.00_5.10 120 100
D80U8EGO_c0334.10_29.10 600 33
1QAJDEGO_c05112.90_20.08 239 51
T6RTLEGO_c1480.00_11.30 264 148
8QKO5EGO_c1558.50_15.20 185 155
GF2Q2EGO_c0350.00_12.50 288 35
D1ET3EGO_c15312.00_20.50 240 153
629SNEGO_c1137.40_14.80 168 113
KMF3OEGO_c07614.30_19.50 150 76
1PX6KEGO_c0670.00_33.25 990 67
5DXPUEGO_c1350.00_15.40 450 135
G1LGTEGO_c0280.00_11.40 330 28
QAL81EGO_c02014.10_25.10 330 20
AHUGYEGO_c15111.00_19.30 240 151
0P1P9EGO_c06726.30_40.67 416 67
IS02GEGO_c10822.30_27.90 150 108
GCCQEEGO_c00819.30_34.17 375 8
75O4AEGO_c1283.80_23.83 500 128
607FCEGO_c00016.80_28.08 300 0
X9NPBEGO_c0590.00_25.75 696 59
5MS6DEGO_c1000.00_4.80 120 100
BXJT2EGO_c0110.00_32.79 953 11
BUQ9CEGO_c1070.00_27.10 810 107
7RW94EGO_c1275.00_15.70 250 127
LVE05EGO_c0000.10_11.62 330 0
LRF0EEGO_c1540.00_7.60 210 154
5AH2GEGO_c14711.20_17.40 174 147
XL1AYEGO_c1250.00_30.25 900 125
YCS56EGO_c0112.30_25.20 331 11
37AEBEGO_c00919.50_34.00 401 9
8HOQ1EGO_c1181.80_20.96 563 118
XQ05OEGO_c1370.00_11.40 275 137
3TR8FEGO_c1536.30_12.75 180 153
B6XQ1EGO_c0340.90_5.10 150 34
RDKAYEGO_c0189.60_16.10 210 18
4F3SWEGO_c1069.80_14.40 150 106
3MPKBEGO_c13014.70_19.80 133 130
7PM4CEGO_c03632.50_35.50 90 36
E3XAZEGO_c0736.50_22.60 480 73
JFH9YEGO_c0500.30_6.50 180 50
RK83ZEGO_c15622.40_29.04 158 156
HGYG6EGO_c0590.00_29.70 870 59
4XQQBEGO_c1460.00_5.80 120 146
CCJ94EGO_c11013.00_19.50 144 110
KFNDJEGO_c0083.50_10.60 202 8
V3T40EGO_c0340.00_9.58 150 34
LDDV7EGO_c00643.70_44.88 30 6
18HFOEGO_c1166.40_19.70 329 116
8ZZ12EGO_c15515.20_21.90 180 155
52S78EGO_c1543.50_10.10 210 154
6BSIJEGO_c10910.10_17.00 105 109
LWMG5EGO_c1190.00_13.71 333 119
NKGG6EGO_c0342.70_10.90 240 34
75O4AEGO_c1299.80_21.50 300 129
1H0ZQEGO_c04912.00_18.10 120 49
J9303EGO_c10716.40_29.40 390 107
O56B5EGO_c06323.20_29.70 55 63
G9MB1EGO_c1270.00_21.00 630 127
XAACHEGO_c0320.00_9.00 270 32
EUQDKEGO_c10614.20_17.88 72 106
YEEPPEGO_c10914.40_20.20 144 109
BOCR8EGO_c1510.00_2.80 48 151
WJXRCEGO_c15214.30_21.80 210 152
40MUIEGO_c0980.80_28.60 666 98
C4TX5EGO_c1231.20_25.62 720 123
E3XAZEGO_c00826.30_31.92 150 8
UL9Z5EGO_c1410.00_3.10 72 141
Q7QFQEGO_c0000.00_24.12 719 0
IZU49EGO_c1306.60_15.60 269 130
818WFEGO_c1270.00_20.10 533 127
OC9E6EGO_c0411.40_10.30 270 41
0CL8GEGO_c0700.00_30.92 750 70
AD6IFEGO_c0011.20_6.60 150 1
IEEEOEGO_c00318.50_24.30 157 3
UDFQ8EGO_c15310.70_15.60 120 153
IAXYQEGO_c0971.80_6.80 80 97
2T99NEGO_c02631.80_36.50 127 26
