train/0209 49 12
train/0356 104 12
train/0567 53 19
train/0796 19 5
train/1067 38 4
train/0386 81 12
train/0496 16 12
train/0038 79 5
train/0470 250 18
train/1001 16 15
train/0440 144 13
train/0482 102 13
train/0676 54 18
train/0193 59 19
train/0183 99 9
train/0682 812 18
train/0408 69 5
train/0199 32 10
train/0426 25 5
train/0633 35 18
train/0344 482 9
train/0024 88 19
train/0573 153 19
train/0838 432 7
train/0831 36 10
train/0346 43 10
train/0651 271 9
train/0005 18 10
train/0762 278 17
train/0111 47 6
train/0060 32 15
train/0166 35 15
train/0340 201 16
train/0924 505 9
train/0041 160 11
train/0172 144 6
train/0739 37 4
train/0930 30 4
train/0920 108 17
train/0637 15 4
train/0906 418 6
train/1082 11 15
train/0819 33 1
train/0683 152 13
train/1020 62 13
train/1080 193 11
train/0089 49 7
train/0862 119 11
train/0332 108 11
train/0592 228 6
train/1051 90 7
train/0698 78 17
train/0696 28 1
train/0073 486 7
train/1040 350 17
train/0006 274 1
train/0606 10 1
train/0689 87 0
train/0357 9 8
train/0274 64 8
train/0393 47 14
train/0515 48 14
train/0758 463 0
train/0358 139 14
train/0090 272 14
train/0392 22 8
train/0711 91 0
train/0964 443 0
train/0963 30 8
train/0047 87 2
train/0610 40 3
train/0612 42 3
