video_id,action_id,action_name,start_frame,end_frame
0001,0,check_booklet,00010.jpg,00052.jpg
0001,0,check_booklet,04994.jpg,05269.jpg
0001,0,check_booklet,05292.jpg,05297.jpg
0001,12,take_red_perforated_bar,05317.jpg,05351.jpg
0001,0,check_booklet,05362.jpg,05374.jpg
0001,0,check_booklet,05410.jpg,05418.jpg
0001,0,check_booklet,05432.jpg,05486.jpg
0001,0,check_booklet,05617.jpg,05642.jpg
0001,0,check_booklet,05669.jpg,05679.jpg
0001,15,take_screw,05687.jpg,05700.jpg
0001,51,plug_screw,05705.jpg,05715.jpg
0001,0,check_booklet,00424.jpg,00526.jpg
0001,51,plug_screw,05737.jpg,05761.jpg
0001,21,take_bolt,05775.jpg,05782.jpg
0001,0,check_booklet,05783.jpg,05849.jpg
0001,15,take_screw,05884.jpg,05900.jpg
0001,0,check_booklet,05976.jpg,06052.jpg
0001,0,check_booklet,06064.jpg,06097.jpg
0001,47,align_objects,06093.jpg,06121.jpg
0001,15,take_screw,06119.jpg,06136.jpg
0001,51,plug_screw,06144.jpg,06156.jpg
0001,24,put_booklet,06174.jpg,06183.jpg
0001,15,take_screw,00571.jpg,00580.jpg
0001,47,align_objects,06186.jpg,06202.jpg
0001,0,check_booklet,06205.jpg,06319.jpg
0001,47,align_objects,06344.jpg,06366.jpg
0001,45,tighten_bolt_with_hands,06366.jpg,06376.jpg
0001,47,align_objects,06382.jpg,06395.jpg
0001,45,tighten_bolt_with_hands,06395.jpg,06439.jpg
0001,51,plug_screw,06471.jpg,06479.jpg
0001,21,take_bolt,06493.jpg,06506.jpg
0001,47,align_objects,06502.jpg,06515.jpg
0001,45,tighten_bolt_with_hands,06515.jpg,06555.jpg
0001,36,put_screw,00576.jpg,00588.jpg
0001,0,check_booklet,06610.jpg,06732.jpg
0001,0,check_booklet,06739.jpg,06777.jpg
0001,8,take_screwdriver,06833.jpg,06845.jpg
0001,48,align_screwdriver_to_screw,06843.jpg,06854.jpg
0001,58,screw_screw_with_screwdriver,06854.jpg,06872.jpg
0001,48,align_screwdriver_to_screw,06882.jpg,06891.jpg
0001,58,screw_screw_with_screwdriver,06891.jpg,06923.jpg
0001,48,align_screwdriver_to_screw,06955.jpg,06967.jpg
0001,58,screw_screw_with_screwdriver,06967.jpg,06979.jpg
0001,29,put_screwdriver,06987.jpg,06997.jpg
0001,0,check_booklet,00667.jpg,00702.jpg
0001,12,take_red_perforated_bar,06997.jpg,07013.jpg
0001,47,align_objects,07045.jpg,07056.jpg
0001,0,check_booklet,07068.jpg,07151.jpg
0001,11,take_red_angled_perforated_bar,07204.jpg,07219.jpg
0001,47,align_objects,07230.jpg,07279.jpg
0001,47,align_objects,07275.jpg,07300.jpg
0001,15,take_screw,07310.jpg,07323.jpg
0001,51,plug_screw,07332.jpg,07362.jpg
0001,21,take_bolt,07397.jpg,07416.jpg
0001,0,check_booklet,07512.jpg,07562.jpg
0001,51,plug_screw,00706.jpg,00737.jpg
0001,0,check_booklet,07578.jpg,07589.jpg
0001,8,take_screwdriver,07602.jpg,07613.jpg
0001,48,align_screwdriver_to_screw,07648.jpg,07658.jpg
0001,58,screw_screw_with_screwdriver,07658.jpg,07688.jpg
0001,0,check_booklet,07976.jpg,07997.jpg
0001,0,check_booklet,08019.jpg,08032.jpg
0001,0,check_booklet,08039.jpg,08082.jpg
0001,0,check_booklet,08092.jpg,08301.jpg
0001,0,check_booklet,08319.jpg,08344.jpg
0001,13,take_rod,08358.jpg,08372.jpg
0001,0,check_booklet,00738.jpg,00806.jpg
0001,0,check_booklet,08435.jpg,08441.jpg
0001,13,take_rod,08453.jpg,08467.jpg
0001,0,check_booklet,08480.jpg,08506.jpg
0001,0,check_booklet,08518.jpg,08528.jpg
0001,0,check_booklet,08598.jpg,08640.jpg
0001,0,check_booklet,08689.jpg,08730.jpg
0001,15,take_screw,08747.jpg,08766.jpg
0001,21,take_bolt,08790.jpg,08801.jpg
0001,57,screw_screw_with_hands,08902.jpg,08913.jpg
0001,8,take_screwdriver,08914.jpg,08926.jpg
0001,0,check_booklet,00840.jpg,00967.jpg
0001,48,align_screwdriver_to_screw,08922.jpg,08931.jpg
0001,58,screw_screw_with_screwdriver,08932.jpg,08973.jpg
0001,0,check_booklet,09007.jpg,09108.jpg
0001,0,check_booklet,09142.jpg,09269.jpg
0001,0,check_booklet,09282.jpg,09298.jpg
0001,8,take_screwdriver,09305.jpg,09314.jpg
0001,48,align_screwdriver_to_screw,09311.jpg,09322.jpg
0001,58,screw_screw_with_screwdriver,09322.jpg,09332.jpg
0001,0,check_booklet,09390.jpg,09410.jpg
0001,19,take_red_perforated_junction_bar,09411.jpg,09425.jpg
0001,0,check_booklet,00975.jpg,01113.jpg
0001,0,check_booklet,09427.jpg,09606.jpg
0001,47,align_objects,09633.jpg,09654.jpg
0001,47,align_objects,09656.jpg,09671.jpg
0001,0,check_booklet,09673.jpg,09789.jpg
0001,0,check_booklet,09803.jpg,10059.jpg
0001,21,take_bolt,010122.jpg,10143.jpg
0001,15,take_screw,010145.jpg,10158.jpg
0001,51,plug_screw,10165.jpg,10177.jpg
0001,47,align_objects,010196.jpg,10222.jpg
0001,45,tighten_bolt_with_hands,10222.jpg,10257.jpg
0001,0,check_booklet,01156.jpg,01171.jpg
0001,0,check_booklet,10267.jpg,10472.jpg
0001,5,take_partial_model,010470.jpg,10482.jpg
0001,0,check_booklet,10486.jpg,10533.jpg
0001,47,align_objects,010530.jpg,10557.jpg
0001,47,align_objects,010562.jpg,10575.jpg
0001,47,align_objects,010596.jpg,10637.jpg
0001,0,check_booklet,10702.jpg,10730.jpg
0001,15,take_screw,010729.jpg,10740.jpg
0001,47,align_objects,010959.jpg,10979.jpg
0001,8,take_screwdriver,010980.jpg,10991.jpg
0001,0,check_booklet,01179.jpg,01227.jpg
0001,0,check_booklet,00076.jpg,00094.jpg
0001,47,align_objects,010992.jpg,11003.jpg
0001,58,screw_screw_with_screwdriver,11003.jpg,11107.jpg
0001,47,align_objects,011120.jpg,11133.jpg
0001,58,screw_screw_with_screwdriver,11160.jpg,11175.jpg
0001,58,screw_screw_with_screwdriver,11133.jpg,11151.jpg
0001,48,align_screwdriver_to_screw,011177.jpg,11187.jpg
0001,58,screw_screw_with_screwdriver,11187.jpg,11208.jpg
0001,12,take_red_perforated_bar,011213.jpg,11224.jpg
0001,51,plug_screw,11234.jpg,11239.jpg
0001,21,take_bolt,011255.jpg,11269.jpg
0001,48,align_screwdriver_to_screw,011311.jpg,11324.jpg
0001,0,check_booklet,01237.jpg,01248.jpg
0001,58,screw_screw_with_screwdriver,11324.jpg,11349.jpg
0001,0,check_booklet,11397.jpg,11440.jpg
0001,48,align_screwdriver_to_screw,011498.jpg,11510.jpg
0001,58,screw_screw_with_screwdriver,11510.jpg,11548.jpg
0001,0,check_booklet,11581.jpg,11663.jpg
0001,18,take_washer,011658.jpg,11672.jpg
0001,0,check_booklet,11703.jpg,11712.jpg
0001,0,check_booklet,11789.jpg,11877.jpg
0001,0,check_booklet,11888.jpg,12044.jpg
0001,0,check_booklet,12085.jpg,12113.jpg
0001,47,align_objects,01294.jpg,01314.jpg
0001,16,take_tire,012115.jpg,12127.jpg
0001,17,take_rim,012130.jpg,12144.jpg
0001,0,check_booklet,12269.jpg,12295.jpg
0001,18,take_washer,012289.jpg,12300.jpg
0001,0,check_booklet,12354.jpg,12363.jpg
0001,0,check_booklet,12385.jpg,12554.jpg
0001,0,check_booklet,12574.jpg,12621.jpg
0001,0,check_booklet,12702.jpg,12779.jpg
0001,0,check_booklet,12795.jpg,12817.jpg
0001,0,check_booklet,12830.jpg,12887.jpg
0001,15,take_screw,01315.jpg,01327.jpg
0001,22,take_roller,012907.jpg,12920.jpg
0001,16,take_tire,013041.jpg,13050.jpg
0001,17,take_rim,013070.jpg,13080.jpg
0001,0,check_booklet,13086.jpg,13132.jpg
0001,26,put_partial_model,013202.jpg,13210.jpg
0001,43,put_roller,013221.jpg,13229.jpg
0001,18,take_washer,013226.jpg,13238.jpg
0001,39,put_washer,013258.jpg,13276.jpg
0001,22,take_roller,013279.jpg,13289.jpg
0001,13,take_rod,013303.jpg,13312.jpg
0001,0,check_booklet,01345.jpg,01424.jpg
0001,52,plug_rod,13503.jpg,13524.jpg
0001,22,take_roller,013548.jpg,13557.jpg
0001,18,take_washer,013692.jpg,13710.jpg
0001,52,plug_rod,13720.jpg,13745.jpg
0001,18,take_washer,013826.jpg,13840.jpg
0001,18,take_washer,013930.jpg,13942.jpg
0001,26,put_partial_model,014005.jpg,14031.jpg
0001,13,take_rod,014044.jpg,14062.jpg
0001,0,check_booklet,14079.jpg,14179.jpg
0001,0,check_booklet,14221.jpg,14247.jpg
0001,0,check_booklet,01435.jpg,01458.jpg
0001,0,check_booklet,14254.jpg,14338.jpg
0001,0,check_booklet,14344.jpg,14427.jpg
0001,5,take_partial_model,014464.jpg,14478.jpg
0001,51,plug_screw,14496.jpg,14526.jpg
0001,0,check_booklet,14566.jpg,14596.jpg
0001,0,check_booklet,14605.jpg,14700.jpg
0001,51,plug_screw,14707.jpg,14715.jpg
0001,13,take_rod,014758.jpg,14771.jpg
0001,52,plug_rod,14773.jpg,14781.jpg
0001,0,check_booklet,14858.jpg,14894.jpg
0001,57,screw_screw_with_hands,01474.jpg,01489.jpg
0001,0,check_booklet,14917.jpg,14931.jpg
0001,0,check_booklet,14943.jpg,14957.jpg
0001,0,check_booklet,14973.jpg,14998.jpg
0001,0,check_booklet,15009.jpg,15045.jpg
0001,0,check_booklet,15091.jpg,15108.jpg
0001,0,check_booklet,00194.jpg,00232.jpg
0001,9,take_gray_perforated_bar,00265.jpg,00275.jpg
0001,4,take_gray_angled_perforated_bar,00431.jpg,00447.jpg
0001,0,check_booklet,00588.jpg,00638.jpg
0001,15,take_screw,00687.jpg,00695.jpg
0001,0,check_booklet,01497.jpg,01505.jpg
0001,0,check_booklet,01893.jpg,01914.jpg
0001,0,check_booklet,02048.jpg,02056.jpg
0001,56,pull_partial_model,02108.jpg,02110.jpg
0001,41,put_red_4_perforated_junction_bar,02129.jpg,02147.jpg
0001,6,take_white_angled_perforated_bar,02185.jpg,02200.jpg
0001,0,check_booklet,02387.jpg,02452.jpg
0001,6,take_white_angled_perforated_bar,02735.jpg,02753.jpg
0001,0,check_booklet,02925.jpg,02950.jpg
0001,21,take_bolt,03049.jpg,03059.jpg
0001,47,align_objects,03054.jpg,03082.jpg
0001,51,plug_screw,01514.jpg,01518.jpg
0001,3,take_booklet,03833.jpg,03849.jpg
0001,3,take_booklet,03851.jpg,03865.jpg
0001,0,check_booklet,04591.jpg,04680.jpg
0001,11,take_red_angled_perforated_bar,04945.jpg,04955.jpg
0001,0,check_booklet,05898.jpg,05913.jpg
0001,12,take_red_perforated_bar,06213.jpg,06225.jpg
0001,51,plug_screw,06317.jpg,06324.jpg
0001,15,take_screw,010145.jpg,10158.jpg
0001,5,take_partial_model,07005.jpg,07020.jpg
0001,47,align_objects,07245.jpg,07259.jpg
0001,0,check_booklet,07406.jpg,07478.jpg
0001,0,check_booklet,01529.jpg,01546.jpg
0001,0,check_booklet,07657.jpg,07667.jpg
0001,0,check_booklet,07683.jpg,07942.jpg
0001,1,browse_booklet,08151.jpg,08200.jpg
0001,0,check_booklet,08368.jpg,08408.jpg
0001,0,check_booklet,08794.jpg,08901.jpg
0001,0,check_booklet,09332.jpg,09347.jpg
0001,3,take_booklet,09815.jpg,09833.jpg
0001,24,put_booklet,09995.jpg,10011.jpg
0001,3,take_booklet,010345.jpg,10364.jpg
0001,24,put_booklet,010459.jpg,10472.jpg
0001,21,take_bolt,01548.jpg,01578.jpg
0001,0,check_booklet,00126.jpg,00132.jpg
0001,21,take_bolt,010710.jpg,10724.jpg
0001,8,take_screwdriver,011341.jpg,11357.jpg
0001,3,take_booklet,011587.jpg,11603.jpg
0001,24,put_booklet,011620.jpg,11644.jpg
0001,0,check_booklet,11670.jpg,11695.jpg
0001,3,take_booklet,011794.jpg,11823.jpg
0001,24,put_booklet,011869.jpg,11879.jpg
0001,3,take_booklet,011899.jpg,11950.jpg
0001,1,browse_booklet,11955.jpg,11969.jpg
0001,1,browse_booklet,12004.jpg,12017.jpg
0001,0,check_booklet,01578.jpg,01634.jpg
0001,24,put_booklet,012037.jpg,12048.jpg
0001,0,check_booklet,12124.jpg,12134.jpg
0001,0,check_booklet,12142.jpg,12161.jpg
0001,10,take_wheels_axle,012514.jpg,12528.jpg
0001,31,put_wheels_axle,012540.jpg,12559.jpg
0001,10,take_wheels_axle,012609.jpg,12628.jpg
0001,0,check_booklet,14000.jpg,14038.jpg
0001,0,check_booklet,01710.jpg,01759.jpg
0001,45,tighten_bolt_with_hands,01775.jpg,01785.jpg
0001,0,check_booklet,01787.jpg,01803.jpg
0001,21,take_bolt,01803.jpg,01813.jpg
0001,47,align_objects,01810.jpg,01854.jpg
0001,45,tighten_bolt_with_hands,01854.jpg,01915.jpg
0001,5,take_partial_model,01987.jpg,01998.jpg
0001,0,check_booklet,02014.jpg,02029.jpg
0001,59,unscrew_screw_with_hands,02037.jpg,02081.jpg
0001,0,check_booklet,00141.jpg,00145.jpg
0001,54,pull_screw,02086.jpg,02089.jpg
0001,30,put_gray_perforated_bar,02085.jpg,02093.jpg
0001,59,unscrew_screw_with_hands,02104.jpg,02109.jpg
0001,0,check_booklet,02121.jpg,02123.jpg
0001,0,check_booklet,02133.jpg,02143.jpg
