train/doo_vadf20_01_a_g 252 0
train/doo_vadf20_02_b_g 132 0
train/doo_vadf20_03_a_g 194 0
train/doo_vadf20_05_d_g 136 0
train/doo_vadf20_06_b_g 343 0
train/err_dhgai0_01_b_g 407 0
train/err_dhgai0_02_b_g 451 0
train/err_dhgai0_03_b_g 363 0
train/err_dhgai0_04_b_g 265 0
train/fai_ocato0_01_c_s 116 0
train/fje_r5mfm0_01_c_g 110 0
train/fje_r5mfm0_02_c_g 123 0
train/fje_r5mfm0_03_b_g 425 0
train/fje_r5mfm0_04_b_g 160 0
train/fje_r5mfm0_05_b_s 207 0
train/fje_r5mfm0_06_b_s 151 0
train/cut_tctid0_04_c_s 373 1
train/cut_tctid0_05_c_s 279 1
train/cut_tctid0_06_c_s 341 1
train/cut_tctid0_07_c_s 388 1
train/cut_trees0_03_c_s 106 1
train/cut_trees0_04_c_s 337 1
train/cut_ttflw0_01_c_s 254 1
train/cut_ttflw0_02_c_s 297 1
train/cut_ttflw0_03_c_s 301 1
train/cut_ttflw0_04_c_s 311 1
train/cut_ttflw0_05_c_s 329 1
train/cut_uatre0_01_c_s 190 1
train/cut_uatre0_02_c_s 172 1
train/cut_uatre0_03_c_s 286 1
train/dan_csaw00_01_c_s 142 1
train/dan_csaw00_02_c_s 212 1
train/cli_jc2ka1_04_a_g 96 2
train/cli_jc2ka1_05_b_s 93 2
train/cli_jc2ka1_06_a_s 130 2
train/cli_jccre0_01_b_s 186 2
train/cli_jccre0_02_b_s 133 2
train/cli_jccre0_03_b_s 304 2
train/cli_jccre0_04_c_s 277 2
train/cli_jccre0_05_c_s 195 2
train/cli_jccre0_06_c_s 249 2
train/cli_jccre0_07_b_s 235 2
train/cli_jidim0_01_c_s 103 2
train/cli_jidim0_02_c_g 115 2
train/cli_jidim0_03_c_s 77 2
train/cli_jihk00_01_a_s 106 2
train/cli_jinc10_01_d_s 82 2
train/cli_jinc10_02_a_s 90 2
train/cho_fwlv60_03_c_s 174 3
train/cho_fwlv60_04_c_s 212 3
