Walk_p03_r01_v16_c06;Walk
Laydown_p03_r00_v07_c04;Laydown
Drink.Fromcup_p17_r02_v09_c01;Drink.Fromcup
Drink.Fromcup_p09_r05_v15_c03;Drink.Fromcup
Cook.Stir_p13_r04_v23_c07;Cook.Stir
Drink.Fromcup_p17_r00_v14_c06;Drink.Fromcup
Walk_p17_r09_v11_c07;Walk
Getup_p06_r01_v06_c05;Getup
Pour.Frombottle_p09_r00_v05_c04;Pour.Frombottle
Leave_p07_r01_v03_c03;Leave
Walk_p15_r05_v13_c06;Walk
Getup_p04_r06_v04_c04;Getup
Drink.Fromcup_p09_r03_v08_c01;Drink.Fromcup
Enter_p04_r01_v07_c05;Enter
Cook.Cleandishes_p03_r01_v16_c06;Cook.Cleandishes
Pour.Fromcan_p12_r00_v03_c05;Pour.Fromcan
Drink.Fromcup_p09_r04_v03_c04;Drink.Fromcup
Cook.Cleandishes_p07_r01_v20_c06;Cook.Cleandishes
Drink.Fromcup_p03_r08_v04_c05;Drink.Fromcup
Walk_p12_r06_v14_c05;Walk
Walk_p07_r01_v04_c07;Walk
Walk_p13_r05_v12_c02;Walk
Getup_p12_r07_v07_c04;Getup
Readbook_p12_r00_v06_c05;Readbook
Getup_p06_r01_v10_c01;Getup
Enter_p09_r00_v11_c01;Enter
Cook.Cleanup_p15_r05_v13_c06;Cook.Cleanup
Drink.Fromcup_p03_r00_v13_c02;Drink.Fromcup
Walk_p15_r11_v03_c04;Walk
WatchTV_p04_r07_v03_c04;WatchTV
Sitdown_p04_r01_v10_c02;Sitdown
Walk_p03_r29_v02_c05;Walk
Walk_p03_r01_v16_c07;Walk
Cook.Cut_p12_r01_v12_c07;Cook.Cut
Walk_p15_r10_v04_c04;Walk
Drink.Fromcup_p04_r05_v15_c03;Drink.Fromcup
Leave_p06_r00_v12_c03;Leave
Leave_p06_r02_v27_c01;Leave
Eat.Attable_p09_r39_v08_c01;Eat.Attable
Drink.Fromcup_p09_r03_v15_c03;Drink.Fromcup
Readbook_p03_r12_v02_c04;Readbook
Walk_p04_r26_v05_c04;Walk
Enter_p06_r02_v15_c01;Enter
Drink.Fromcup_p07_r07_v08_c02;Drink.Fromcup
Cook.Stir_p09_r13_v12_c07;Cook.Stir
Cook.Cleanup_p04_r00_v16_c06;Cook.Cleanup
Takepills_p17_r02_v05_c04;Takepills
Drink.Fromcup_p12_r04_v14_c05;Drink.Fromcup
Readbook_p04_r03_v05_c05;Readbook
Eat.Attable_p07_r12_v08_c01;Eat.Attable
Makecoffee.Pourwater_p03_r00_v16_c03;Makecoffee.Pourwater
Enter_p06_r00_v12_c03;Enter
Sitdown_p12_r00_v05_c04;Sitdown
Cook.Cut_p12_r00_v12_c07;Cook.Cut
Walk_p07_r07_v03_c05;Walk
Cook.Cleandishes_p09_r03_v12_c06;Cook.Cleandishes
Takepills_p17_r01_v04_c05;Takepills
Sitdown_p15_r02_v11_c02;Sitdown
Walk_p09_r04_v10_c01;Walk
Takepills_p03_r00_v04_c04;Takepills
Pour.Fromcan_p13_r02_v11_c01;Pour.Fromcan
Maketea.Boilwater_p13_r01_v21_c06;Maketea.Boilwater
Readbook_p03_r01_v02_c04;Readbook
Walk_p07_r05_v21_c06;Walk
Walk_p15_r04_v13_c03;Walk
Drink.Fromcup_p09_r04_v10_c01;Drink.Fromcup
Drink.Fromcan_p04_r09_v03_c05;Drink.Fromcan
Getup_p06_r03_v11_c01;Getup
Drink.Fromcup_p13_r05_v20_c03;Drink.Fromcup
Walk_p03_r14_v13_c02;Walk
Walk_p12_r23_v04_c05;Walk
Readbook_p03_r01_v07_c04;Readbook
Enter_p07_r00_v06_c03;Enter
Cook.Cleandishes_p09_r01_v12_c06;Cook.Cleandishes
Drink.Fromcup_p06_r05_v08_c01;Drink.Fromcup
Uselaptop_p17_r02_v03_c04;Uselaptop
Takepills_p15_r00_v11_c01;Takepills
Getup_p03_r00_v12_c02;Getup
Walk_p04_r04_v07_c05;Walk
Drink.Fromcup_p15_r00_v17_c03;Drink.Fromcup
Getup_p03_r09_v05_c05;Getup
WatchTV_p17_r01_v04_c05;WatchTV
Cook.Stir_p07_r09_v21_c06;Cook.Stir
Leave_p13_r00_v05_c04;Leave
Walk_p04_r08_v05_c05;Walk
Drink.Fromcup_p03_r10_v04_c05;Drink.Fromcup
Drink.Fromcup_p07_r00_v22_c06;Drink.Fromcup
Walk_p03_r05_v03_c04;Walk
Drink.Fromcan_p07_r01_v03_c05;Drink.Fromcan
Walk_p15_r03_v13_c06;Walk
Walk_p07_r06_v21_c06;Walk
Drink.Frombottle_p15_r00_v16_c07;Drink.Frombottle
Walk_p15_r04_v05_c05;Walk
Drink.Fromcup_p06_r01_v13_c06;Drink.Fromcup
Eat.Attable_p17_r06_v10_c01;Eat.Attable
Drink.Fromcup_p15_r02_v09_c01;Drink.Fromcup
Sitdown_p04_r09_v04_c04;Sitdown
Walk_p17_r02_v03_c04;Walk
Walk_p12_r07_v14_c05;Walk
Readbook_p17_r03_v04_c05;Readbook
Walk_p17_r12_v06_c05;Walk
Eat.Attable_p13_r14_v19_c01;Eat.Attable
WatchTV_p04_r10_v05_c04;WatchTV
Walk_p07_r03_v20_c07;Walk
WatchTV_p17_r07_v02_c05;WatchTV
Sitdown_p03_r11_v19_c05;Sitdown
Sitdown_p15_r03_v04_c04;Sitdown
Drink.Frombottle_p04_r07_v04_c05;Drink.Frombottle
Walk_p04_r05_v15_c03;Walk
WatchTV_p12_r13_v02_c05;WatchTV
Walk_p06_r00_v11_c02;Walk
Usetelephone_p15_r04_v02_c05;Usetelephone
Cook.Stir_p09_r08_v13_c03;Cook.Stir
Takepills_p03_r01_v19_c04;Takepills
Cook.Cleandishes_p09_r03_v13_c03;Cook.Cleandishes
Cook.Cleandishes_p07_r12_v06_c03;Cook.Cleandishes
Sitdown_p17_r02_v06_c05;Sitdown
Getup_p12_r02_v04_c05;Getup
Readbook_p03_r01_v04_c04;Readbook
Drink.Fromcup_p04_r04_v08_c01;Drink.Fromcup
Walk_p13_r02_v08_c02;Walk
Walk_p03_r01_v12_c02;Walk
Drink.Fromcan_p06_r00_v04_c04;Drink.Fromcan
Walk_p03_r18_v03_c04;Walk
Walk_p03_r40_v04_c05;Walk
Cook.Stir_p17_r03_v15_c07;Cook.Stir
Walk_p09_r07_v15_c03;Walk
Walk_p07_r03_v02_c05;Walk
Drink.Fromcup_p09_r10_v05_c05;Drink.Fromcup
Eat.Attable_p07_r36_v08_c01;Eat.Attable
Cook.Cut_p17_r15_v14_c06;Cook.Cut
Eat.Attable_p04_r13_v08_c02;Eat.Attable
Walk_p15_r08_v17_c03;Walk
Walk_p06_r13_v13_c06;Walk
Drink.Fromcup_p12_r11_v01_c04;Drink.Fromcup
Drink.Fromcup_p17_r00_v04_c05;Drink.Fromcup
WatchTV_p07_r13_v04_c05;WatchTV
Cook.Stir_p13_r01_v23_c06;Cook.Stir
Leave_p12_r00_v03_c04;Leave
Walk_p15_r00_v05_c04;Walk
Walk_p07_r04_v21_c06;Walk
Eat.Attable_p07_r04_v08_c01;Eat.Attable
Uselaptop_p15_r01_v04_c04;Uselaptop
Pour.Fromkettle_p09_r00_v16_c03;Pour.Fromkettle
Readbook_p13_r06_v06_c04;Readbook
Sitdown_p03_r02_v07_c04;Sitdown
Walk_p15_r04_v14_c07;Walk
Drink.Fromcup_p04_r06_v08_c02;Drink.Fromcup
Walk_p13_r20_v25_c04;Walk
Sitdown_p04_r02_v08_c01;Sitdown
Sitdown_p09_r00_v11_c01;Sitdown
Drink.Fromcup_p13_r09_v21_c07;Drink.Fromcup
Usetelephone_p04_r00_v07_c05;Usetelephone
Cutbread_p03_r00_v10_c01;Cutbread
Drink.Fromcup_p03_r01_v06_c05;Drink.Fromcup
Cook.Stir_p09_r13_v12_c03;Cook.Stir
Getup_p13_r02_v05_c04;Getup
Drink.Fromcup_p15_r03_v17_c06;Drink.Fromcup
Usetelephone_p13_r01_v06_c04;Usetelephone
WatchTV_p04_r02_v03_c05;WatchTV
Uselaptop_p12_r03_v02_c05;Uselaptop
Walk_p15_r00_v11_c02;Walk
Pour.Frombottle_p03_r00_v08_c05;Pour.Frombottle
Usetelephone_p03_r00_v12_c01;Usetelephone
Drink.Fromcup_p15_r03_v03_c05;Drink.Fromcup
Cook.Stir_p07_r08_v21_c06;Cook.Stir
Drink.Fromcup_p13_r01_v12_c02;Drink.Fromcup
Drink.Fromcup_p13_r12_v19_c01;Drink.Fromcup
WatchTV_p03_r00_v08_c04;WatchTV
Drink.Fromcup_p12_r08_v07_c04;Drink.Fromcup
Drink.Fromcup_p15_r03_v08_c01;Drink.Fromcup
Walk_p12_r20_v07_c04;Walk
Usetelephone_p12_r00_v01_c04;Usetelephone
Walk_p07_r06_v06_c03;Walk
Getup_p03_r00_v19_c04;Getup
Walk_p15_r08_v03_c05;Walk
Walk_p17_r08_v09_c02;Walk
Drink.Frombottle_p04_r22_v04_c05;Drink.Frombottle
Sitdown_p15_r03_v09_c02;Sitdown
Cook.Cleandishes_p06_r03_v12_c06;Cook.Cleandishes
Leave_p13_r00_v23_c07;Leave
Readbook_p12_r05_v07_c05;Readbook
Getup_p04_r01_v10_c02;Getup
Drink.Fromcup_p03_r00_v08_c05;Drink.Fromcup
Walk_p12_r08_v07_c04;Walk
Drink.Fromcup_p07_r07_v20_c06;Drink.Fromcup
Drink.Fromcup_p03_r06_v06_c04;Drink.Fromcup
Readbook_p06_r03_v06_c04;Readbook
Takepills_p06_r01_v06_c05;Takepills
Drink.Frombottle_p12_r02_v02_c04;Drink.Frombottle
Eat.Attable_p04_r00_v08_c02;Eat.Attable
Pour.Frombottle_p17_r00_v05_c04;Pour.Frombottle
Drink.Fromcup_p15_r07_v14_c06;Drink.Fromcup
Drink.Fromcup_p15_r04_v17_c03;Drink.Fromcup
Walk_p13_r03_v05_c04;Walk
Walk_p15_r00_v17_c03;Walk
Drink.Fromcup_p07_r09_v20_c06;Drink.Fromcup
Enter_p06_r03_v27_c01;Enter
Walk_p12_r11_v07_c04;Walk
Usetelephone_p12_r00_v14_c05;Usetelephone
Cook.Cleanup_p15_r08_v13_c06;Cook.Cleanup
Uselaptop_p03_r00_v06_c04;Uselaptop
Walk_p09_r03_v13_c07;Walk
Drink.Frombottle_p17_r00_v09_c02;Drink.Frombottle
Leave_p03_r03_v19_c04;Leave
WatchTV_p03_r03_v07_c05;WatchTV
Drink.Fromcup_p07_r01_v22_c06;Drink.Fromcup
Drink.Frombottle_p12_r03_v05_c05;Drink.Frombottle
Walk_p12_r03_v06_c05;Walk
Cook.Stir_p09_r07_v12_c07;Cook.Stir
Makecoffee.Pourgrains_p12_r00_v11_c06;Makecoffee.Pourgrains
Enter_p17_r03_v03_c04;Enter
Walk_p17_r02_v06_c05;Walk
WatchTV_p07_r00_v07_c05;WatchTV
Drink.Fromcup_p04_r00_v16_c03;Drink.Fromcup
Drink.Fromcup_p07_r06_v04_c05;Drink.Fromcup
Sitdown_p17_r00_v09_c02;Sitdown
Drink.Frombottle_p04_r01_v07_c04;Drink.Frombottle
Drink.Fromcup_p09_r09_v05_c05;Drink.Fromcup
Drink.Fromcup_p13_r02_v19_c01;Drink.Fromcup
Drink.Fromcup_p12_r00_v07_c05;Drink.Fromcup
Walk_p15_r02_v11_c01;Walk
Eat.Attable_p07_r28_v08_c01;Eat.Attable
Drink.Fromcup_p13_r00_v13_c02;Drink.Fromcup
Pour.Fromkettle_p04_r00_v14_c07;Pour.Fromkettle
Cook.Cleanup_p07_r00_v20_c03;Cook.Cleanup
Drink.Frombottle_p06_r05_v06_c04;Drink.Frombottle
Walk_p15_r02_v12_c02;Walk
Enter_p03_r00_v06_c04;Enter
Sitdown_p07_r02_v10_c01;Sitdown
Drink.Fromcup_p17_r15_v01_c05;Drink.Fromcup
Walk_p06_r09_v12_c03;Walk
Cutbread_p13_r04_v08_c02;Cutbread
Drink.Fromcup_p15_r15_v08_c01;Drink.Fromcup
Walk_p03_r06_v18_c03;Walk
Walk_p15_r03_v13_c03;Walk
Drink.Fromcup_p13_r11_v11_c02;Drink.Fromcup
Leave_p06_r03_v26_c01;Leave
Drink.Fromcan_p04_r10_v03_c04;Drink.Fromcan
Walk_p17_r16_v15_c06;Walk
Cook.Cut_p06_r02_v13_c06;Cook.Cut
Sitdown_p17_r01_v10_c01;Sitdown
Takepills_p06_r00_v12_c06;Takepills
Enter_p09_r03_v05_c05;Enter
Usetablet_p06_r03_v04_c05;Usetablet
