train/fDa0HpoXES4_E_001830_001920_A_0045_0046 60 59
train/n9-yxVGYMRw_E_000287_000330_A_0035_0036 60 79
train/GbUQwE9N3aM_E_000484_000576_A_0089_0092 120 69
train/LHZAh32EoC8_E_004256_004290_A_0032_0034 75 97
train/rrrgsW--AE8_E_022828_022884_A_0052_0053 60 68
train/PgNRyuavbS4_E_005221_005267_A_0013_0015 90 78
train/GF8D7Dx2mhs_E_004057_004094_A_0017_0018 50 92
train/CUuRl0Bwbbc_E_002519_002604_A_0065_0067 90 53
train/fDa0HpoXES4_E_000656_000690_A_0005_0006 60 76
train/TBsWos4T4OE_E_002334_002422_A_0020_0021 50 70
train/qGvIwgHzCH8_E_005498_005593_A_0048_0049 50 9
train/mgtMKd072Pg_E_004523_004557_A_0017_0017 25 95
train/qBlozVQ7NOc_E_004669_004785_A_0111_0112 58 68
train/e3EsDlpNo0c_E_003808_003849_A_0014_0016 90 81
train/YesOPAkCA40_E_012446_012552_A_0045_0047 75 32
train/PgNRyuavbS4_E_008687_008786_A_0061_0063 90 73
train/hibW8s4WQmQ_E_000362_000447_A_0061_0061 30 47
train/hibW8s4WQmQ_E_004285_004377_A_0032_0033 60 66
train/n9-yxVGYMRw_E_000287_000330_A_0003_0005 90 78
train/wWZry3-5sF0_E_003003_003099_A_0062_0064 90 39
train/UcCTusldh6w_E_006445_006547_A_0046_0047 60 46
train/I1OMnMSk1Lg_E_000934_000969_A_0018_0020 90 88
train/eH-ZgOT8ASM_E_005242_005335_A_0048_0049 50 59
train/PgNRyuavbS4_E_002183_002214_A_0022_0024 90 77
train/fDa0HpoXES4_E_004600_004688_A_0030_0031 60 60
train/I1OMnMSk1Lg_E_004610_004640_A_0016_0018 90 76
train/gRgndu5MZY4_E_010248_010361_A_0026_0027 50 25
train/PgNRyuavbS4_E_002183_002214_A_0011_0013 90 88
train/qBlozVQ7NOc_E_008457_008562_A_0017_0020 115 37
train/pDymfQS91xI_E_004916_004949_A_0029_0032 120 97
train/e3EsDlpNo0c_E_008034_008131_A_0054_0055 60 63
train/HubzmiNVVXs_E_006518_006561_A_0034_0037 120 81
train/FNEeMvHmuEw_E_000450_000551_A_0078_0079 60 46
train/gMNCwgXtQIw_E_004258_004363_A_0053_0054 60 10
train/cWztehyIFkg_E_003879_003921_A_0003_0005 75 88
train/owZ2Fv4Li8M_E_003803_003905_A_0062_0063 50 50
train/qfgrzomg0nc_E_001480_001511_A_0014_0016 90 95
train/JHqcbeKepSg_E_006505_006542_A_0034_0036 90 98
train/TBsWos4T4OE_E_002334_002422_A_0068_0068 25 43
train/OIJe8fQw7Wo_E_000797_000886_A_0049_0050 60 70
train/n9-yxVGYMRw_E_000870_000969_A_0076_0077 60 51
train/qzi2cKZCf94_E_007775_007812_A_0035_0037 90 97
train/mQ59PLtU4QA_E_003999_004097_A_0018_0019 50 63
train/e3EsDlpNo0c_E_005904_005938_A_0003_0005 90 76
train/owZ2Fv4Li8M_E_000994_001029_A_0006_0007 50 95
train/LHZAh32EoC8_E_009913_010014_A_0083_0084 50 27
train/e3EsDlpNo0c_E_005512_005550_A_0008_0009 60 88
train/Ry5PFp-pRmA_E_001200_001292_A_0039_0040 60 47
train/JHqcbeKepSg_E_009504_009604_A_0047_0048 60 47
train/MVLZz2J6tcE_E_001218_001256_A_0003_0005 90 74
train/gDmmqalpisc_E_004445_004551_A_0067_0069 90 69
train/MVLZz2J6tcE_E_001592_001627_A_0005_0007 90 86
train/v3mISBmwrUM_E_003428_003531_A_0044_0046 75 17
train/lrwiYiFGQZE_E_004478_004516_A_0010_0011 60 90
train/DTedv-hhHU4_E_003527_003622_A_0024_0025 60 49
train/fH-VYYl9elA_E_003830_003878_A_0030_0031 60 90
train/Lt0HnPxdzHw_E_003509_003589_A_0032_0033 50 59
train/jABvTCCWinA_E_005875_005977_A_0060_0062 90 69
train/FEWTGYiWEaQ_E_002492_002595_A_0087_0089 75 71
train/mI7pLIDnTiQ_E_003919_003946_A_0015_0017 90 89
train/Z2T9B4qExzk_E_007408_007508_A_0056_0057 60 8
train/qfgrzomg0nc_E_002638_002671_A_0023_0024 60 95
train/rrrgsW--AE8_E_028214_028280_A_0028_0028 30 43
train/p42w02g4Ce4_E_004601_004688_A_0016_0017 50 68
train/hp2PJMAJqyA_E_009312_009343_A_0028_0031 100 96
train/mI7pLIDnTiQ_E_001349_001443_A_0056_0056 30 50
train/p42w02g4Ce4_E_005706_005813_A_0026_0027 50 32
train/p42w02g4Ce4_E_003691_003728_A_0014_0016 75 93
train/RLDjrhjikT4_E_009687_009789_A_0035_0036 60 73
train/Wu1gxxpbF2o_E_000309_000411_A_0016_0018 75 73
train/IZy40LwRdbM_E_001998_002122_A_0056_0057 50 43
train/s7pyZPf6fKU_E_002342_002437_A_0068_0069 50 47
train/upaJ16I0zmQ_E_003417_003506_A_0030_0032 75 72
train/HubzmiNVVXs_E_006808_006842_A_0003_0005 90 80
train/X4ajWw8L19s_E_003808_003911_A_0035_0036 60 8
train/cSh74jSRht8_E_004282_004333_A_0047_0048 50 68
