Drink.Fromcan_p15_r00_v11_c01 84 6
Drink.Fromcup_p15_r01_v09_c02 37 8
Laydown_p03_r02_v06_c04 42 19
Walk_p03_r23_v04_c05 45 21
WatchTV_p04_r04_v03_c05 1019 4
Eat.Attable_p13_r31_v19_c01 75 28
Drink.Fromcup_p07_r09_v20_c06 105 8
Enter_p06_r00_v13_c07 54 26
Walk_p04_r08_v05_c04 49 21
Enter_p06_r04_v15_c01 64 26
Leave_p17_r02_v03_c04 72 17
Getup_p04_r00_v09_c01 45 5
WatchTV_p12_r00_v06_c05 77 4
Readbook_p06_r02_v03_c04 2391 20
Walk_p13_r14_v25_c04 61 21
Pour.Frombottle_p17_r00_v15_c03 77 25
Usetelephone_p15_r00_v05_c04 148 22
Getup_p06_r02_v03_c04 34 5
Uselaptop_p15_r01_v04_c05 1742 12
Sitdown_p13_r02_v11_c01 39 14
Sitdown_p07_r00_v10_c02 43 14
Enter_p09_r00_v07_c05 208 26
Uselaptop_p03_r00_v03_c04 1366 12
Readbook_p04_r00_v04_c05 273 20
Pour.Fromkettle_p06_r00_v12_c06 153 2
Cook.Cleanup_p07_r02_v21_c06 90 16
Cook.Cleanup_p06_r00_v13_c06 418 16
Sitdown_p04_r01_v13_c01 43 14
Pour.Fromkettle_p06_r02_v12_c06 192 2
Sitdown_p15_r04_v08_c01 47 14
Takepills_p12_r01_v05_c05 314 3
Enter_p09_r02_v14_c03 42 26
Readbook_p03_r03_v05_c05 2035 20
Usetelephone_p15_r01_v07_c04 68 22
Getup_p09_r01_v01_c04 34 5
Readbook_p04_r04_v09_c01 1383 20
WatchTV_p06_r00_v04_c04 936 4
Eat.Attable_p07_r12_v08_c02 48 28
Drink.Frombottle_p06_r00_v10_c01 255 7
Pour.Fromkettle_p09_r00_v16_c06 140 2
WatchTV_p04_r00_v07_c05 557 4
Getup_p07_r01_v10_c01 49 5
Walk_p17_r25_v04_c05 86 21
Drink.Fromcup_p09_r02_v15_c06 39 8
Cook.Usestove_p04_r00_v17_c03 45 27
Takepills_p04_r02_v04_c05 34 3
Usetablet_p03_r01_v05_c05 449 9
Cook.Cleanup_p03_r07_v18_c06 198 16
Cook.Cleanup_p07_r10_v06_c03 56 16
Eat.Attable_p03_r02_v10_c01 58 28
Cook.Cleandishes_p03_r06_v18_c06 72 10
Cook.Usestove_p09_r02_v12_c06 135 27
Leave_p09_r01_v07_c04 54 17
Drink.Fromcup_p17_r00_v04_c05 114 8
Uselaptop_p17_r01_v04_c04 1551 12
Pour.Fromcan_p15_r00_v11_c02 63 18
Drink.Fromcan_p12_r00_v14_c05 82 6
Leave_p06_r03_v15_c01 74 17
Cook.Stir_p13_r02_v23_c06 57 0
Eat.Attable_p13_r25_v08_c02 85 28
Cook.Cut_p04_r00_v17_c03 718 29
Drink.Fromcan_p03_r00_v02_c05 39 6
Eat.Snack_p12_r01_v06_c05 69 24
Maketea.Insertteabag_p06_r00_v12_c03 214 30
Cook.Cleandishes_p04_r01_v16_c03 623 10
Cook.Cleandishes_p04_r01_v17_c06 109 10
Cook.Cut_p17_r01_v14_c06 458 29
Cook.Usestove_p06_r00_v13_c06 81 27
Drink.Frombottle_p04_r07_v04_c04 282 7
Cook.Cleandishes_p03_r05_v18_c03 103 10
Leave_p15_r01_v03_c04 81 17
Laydown_p15_r00_v02_c05 99 19
Drink.Fromcan_p15_r00_v09_c01 89 6
