P071S07G10B10H40UC022000LC092000A100R0_09131939 139 100
P047S00G10B00H00UC072000LC021000A053R0_09030922 133 53
P063S07G11B20H10UC072022LC021021A086R0_09101311 125 86
P114S27G21B10H30UC061051LC021021A074R0_10031615 78 74
P002S08G11B10H00UC062022LC092021A095R0_09071427 144 95
P071S00G10B00H00UC022000LC092000A012R0_09131939 237 12
P055S07G10B00H10UC022000LC021000A036R0_09071549 209 36
P049S01G10B10H40UC062000LC022000A027R0_09041414 114 27
P081S12G11B10H00UC072012LC021021A134R0_09180856 110 134
P042S00G11B00H00UC072001LC022001A125R0_08311354 88 125
P117S04G10B00H40UC021000LC021000A058R0_10031037 99 58
P083S11G10B10H10UC012000LC021000A144R0_09181133 146 144
P090S00G11B00H00UC032012LC021021A079R0_09201601 122 79
P065S04G20B00H30UC022000LC091000A103R0_09111056 89 103
P116S05G20B30H40UC111000LC021000A070R0_10021452 181 70
P117S45G11B20H00UC061091LC031021A082R0_10041656 117 82
P068S05G10B40H30UC031000LC031000A107R0_09131501 136 107
P079S06G10B40H20UC022000LC021000A143R0_09171513 112 143
P049S01G10B10H40UC062000LC022000A150R0_09041414 103 150
P085S09G10B40H00UC072000LC021000A070R0_09181551 106 70
P029S00G21B00H00UC072001LC103001A005R0_08291427 300 5
P007S02G10B00H00UC022000LC022000A059R0_09011655 150 59
P085S01G11B00H20UC072072LC021021A083R0_09181551 115 83
P029S00G21B00H00UC072001LC103001A145R0_08291427 300 145
P084S03G10B00H30UC072000LC021000A006R0_09181441 114 6
P059S01G10B00H10UC072000LC021000A040R0_09091215 94 40
P050S00G10B00H00UC072000LC042000A115R0_09031549 107 115
P030S00G21B00H00UC033001LC033001A040R0_08291544 300 40
P076S09G10B10H10UC012000LC021000A118R0_09161703 100 118
P098S05G10B30H40UC051000LC021000A069R0_09231738 105 69
P061S00G10B00H00UC092000LC021000A011R0_09091532 178 11
P078S11G10B00H00UC012000LC022000A007R0_09191137 159 7
P073S00G10B00H00UC022000LC021000A000R0_09151645 138 0
P065S01G20B00H20UC022000LC091000A021R0_09111056 96 21
P117S09G11B30H00UC021051LC021021A081R0_10031037 105 81
P115S28G11B10H00UC041021LC021021A074R0_10021556 177 74
P087S09G11B40H00UC072012LC021021A082R0_09201030 134 82
P006S04G11B30H20UC072001LC022001A046R0_08311746 156 46
P089S03G10B00H30UC072000LC022000A025R0_09201413 172 25
P030S01G20B00H00UC072000LC033000A002R0_09061612 135 2
P088S15G10B00H30UC072000LC031000A025R0_09241448 113 25
P005S00G10B50H20UC022000LC022000A045R0_08251156 132 45
P008S01G21B00H00UC072001LC031001A053R0_08311459 78 53
P086S00G10B00H00UC072000LC021000A011R0_09191527 212 11
P051S01G10B00H00UC072000LC021000A149R0_09041722 129 149
P098S01G10B00H20UC051000LC021000A023R0_09231738 174 23
P088S15G10B00H30UC072000LC031000A033R0_09241448 97 33
P102S06G10B30H30UC021000LC031000A113R0_09251049 142 113
P043S00G11B00H00UC022022LC022022A089R0_08311554 82 89
P056S05G11B40H00UC062022LC021021A134R0_09070932 131 134
P030S03G20B00H20UC072000LC033000A141R0_09061612 144 141
P117S19G10B40H40UC051000LC021000A048R0_10031204 100 48
P032S00G11B00H00UC102001LC072001A114R0_08301030 105 114
P051S00G10B00H00UC042000LC061000A001R0_09031710 100 1
P005S00G10B50H50UC022000LC022000A101R0_08251817 114 101
